product_id,category,Product Name,product_sku,product_retail_price,product_cost,product_weight,recyclable,low_fat
158,Denny ,Silver Cleaner,37601416707,1.58,0.54,21.1,,
159,Denny ,Copper Pot Scrubber,84939283728,1.71,0.74,10.1,,
160,Denny ,Economy Toilet Brush,31469436287,2.13,1.04,9.18,,
161,Denny ,Scissors,24142939448,1.52,0.64,10,1,
162,Denny ,Large Sponge,18693817257,2.85,1.23,13.8,1,
163,Denny ,Screw Driver,94507216811,2.38,0.83,14.7,,
164,Ship ,Extra Lean Hamburger,69512901902,2.97,1.46,13.4,1,1
165,Ship ,Seasoned Hamburger,90661937594,1.75,0.61,8.26,,
166,Robust ,Monthly Sports Magazine,11003258824,2.47,1.04,11.2,1,
167,Robust ,Monthly Auto Magazine,91390060782,0.6,0.22,14.4,,
168,Robust ,Monthly Computer Magazine,94871278405,1.26,0.57,10.4,,
169,Robust ,Monthly Home Magazine,54495846629,1.98,0.71,19.5,1,
170,Robust ,Monthly Fashion Magazine,57929857373,3.2,1.44,9.56,,
171,High ,Summer Squash,76792191863,2.95,1.27,18.7,,
172,High ,Corn on the Cob,18748942017,3.32,1.03,16.1,,1
173,High ,Asparagus,72946912646,1.43,0.6,21.9,,
174,High ,Sweet Peas,50239298939,1.71,0.62,13.4,1,
175,High ,New Potatos,97577165961,3.85,1.58,6.82,1,1
176,High ,Beets,44107318520,2.27,0.75,12.1,1,
177,High ,Prepared Salad,36780821681,1.66,0.81,10.5,,
178,High ,Onions,42548740506,1.33,0.41,19.5,1,1
179,High ,Green Pepper,83242968916,2.75,0.88,19.7,,1
180,High ,Shitake Mushrooms,34346523880,0.69,0.32,12.3,,
181,High ,Lettuce,79397689700,0.93,0.35,16.1,,1
182,High ,Elephant Garlic,89739010930,1.84,0.66,9.05,,1
183,High ,Red Pepper,80125812888,2.41,1.04,7.06,1,
184,High ,Garlic,83607030510,3.4,1.67,20,1,1
185,High ,Potatos,43231598734,0.57,0.22,9.3,1,
186,High ,Cauliflower,82048452496,2.23,1.05,18.7,,
187,High ,Tomatos,10910786986,1.32,0.42,14.8,,1
188,High ,Mushrooms,18965407013,2.58,0.8,14.7,1,1
189,High ,Baby Onion,61946336627,3.45,1.24,8.51,1,
190,High ,Dried Mushrooms,39238722920,3.74,1.5,18.7,1,1
191,High ,Fresh Lima Beans,86576589941,2.87,1.06,12.6,1,
192,High ,Squash,33106742501,1.52,0.61,10.7,,1
193,High ,Limes,25780245661,3.68,1.62,11.8,1,
194,High ,Firm Tofu,31548164486,3.36,1.28,11.6,1,1
195,High ,Almonds,83459433913,1.77,0.55,8.72,,1
196,High ,Macintosh Apples,58465119004,2.47,0.79,12.1,1,1
197,High ,Golden Delcious Apples,79614154696,2.91,1.46,21.5,,1
198,High ,Red Delcious Apples,78738434910,0.92,0.31,17.2,1,1
199,High ,Lemons,69125236868,1.67,0.73,19.2,1,
200,High ,Fancy Plums,72606454491,2.65,1.3,6.74,,
201,High ,Plums,32231022715,2.25,0.88,14.7,,
202,High ,Peaches,71047876477,1.49,0.7,11.8,,
203,High ,Broccoli,89910210967,0.63,0.2,8.85,1,
204,High ,Mandarin Oranges,97964830994,1.6,0.62,13.6,,
205,High ,Mixed Nuts,86064931750,2.71,1.25,13.9,1,
206,High ,Canned Peanuts,50672228932,2.11,0.89,10.9,,1
207,High ,Sweet Onion,98010095953,1.24,0.55,13.5,1,1
208,High ,Cantelope,44540248513,2.47,1.11,13.4,1,1
209,High ,Honey Dew,37213751673,1.87,0.58,17.3,1,
210,High ,Fuji Apples,42981670498,1.54,0.55,17,,1
211,High ,Walnuts,94892939925,2.72,1.22,14.5,1,
212,High ,Oranges,69898625016,1.66,0.58,9.78,,
213,High ,Tangerines,91047660708,0.56,0.19,7.22,1,
214,High ,Party Nuts,35291112065,2.82,1.07,21.6,1,1
215,Tip ,Lox,80295071005,0.79,0.33,14.1,1,
216,Tip ,Scallops,83776288628,3.6,1.48,21.3,1,1
217,Best ,Low Fat Cookies,19498726725,0.68,0.29,16,1,
218,Best ,BBQ Potato Chips,82217710614,3.44,1.65,16.2,,
219,Best ,Corn Chips,11080045104,2.52,0.83,20.6,1,1
220,Best ,Low Fat BBQ Chips,19134665131,2.55,0.77,12.2,,1
221,Best ,Sugar Cookies,97234765887,3.66,1.43,15.2,,
222,Best ,Chocolate Chip Cookies,74527152180,3.95,1.22,15,,1
223,Best ,Fudge Cookies,97962889075,3.19,1.28,20.3,1,
224,Best ,Fudge Brownies,33276000618,1.73,0.61,8.24,,
225,Best ,Potato Chips,25949503779,3.89,1.87,19.8,,
226,Best ,Lemon Cookies,31717422604,0.76,0.33,10.4,1,1
227,Best ,Graham Crackers,83628692030,1.98,0.87,15.7,,1
228,Best ,Cheese Crackers,58634377121,0.82,0.41,8.71,,1
229,Best ,Buttered Popcorn,79783412814,2.23,1,13.6,,
230,Best ,No Salt Popcorn,24026864171,1.19,0.46,14.7,1,1
231,Best ,Low Fat Popcorn,14413666129,2.65,1.01,10,,
232,Best ,Salsa Dip,17894883751,2.63,0.84,16.1,,
233,Best ,Avocado Dip,98498150706,2.46,1.23,18.6,1,
234,Best ,Salted Pretzels,71217134594,2.7,1.03,14.4,,1
235,Best ,Cheese Dip,90079469084,3.55,1.21,11.5,,
236,Best ,Fondue Mix,98134089112,1.81,0.67,10.8,,1
237,Best ,Mini Donuts,86234189867,2.68,1.07,21.6,1,1
238,Best ,Beef Jerky,63526576161,1.97,0.85,8.17,,1
239,Best ,Chocolate Donuts,86962313055,2.21,0.77,16.5,1,1
240,Best ,Low Fat Chips,33492465615,0.86,0.4,7.13,,1
241,Best ,Sesame Crackers,50068098902,2.91,1.02,21.5,1,
242,Best ,Frosted Cookies,20716846585,2.59,1.01,9.51,,1
243,Best ,Dried Apples,72628116011,2.11,0.99,6.6,1,1
244,Best ,Apple Fruit Roll,47633801102,2.7,0.84,7.29,1,1
245,Best ,Strawberry Fruit Roll,68782836794,1.49,0.46,9.9,,
246,Best ,Raspberry Fruit Roll,13026288151,3.21,1.22,18.8,1,
247,Best ,Grape Fruit Roll,93413090109,1.78,0.85,13,,
248,Best ,Dried Dates,72992177605,0.86,0.31,14.7,1,1
249,Best ,Raisins,32616745829,1.59,0.68,20,,
250,Best ,Golden Raisins,95335729718,2.59,0.83,13.4,,
251,Best ,Dried Apricots,78815221190,2.44,1.12,18.6,,
252,Best ,Frosted Donuts,20771971344,2.71,1.33,20.7,,
253,Choice ,Tasty Candy Bar,74969941973,0.89,0.38,18.2,,1
254,Choice ,Mint Chocolate Bar,76164458394,0.56,0.2,11.6,,1
255,Choice ,Malted Milk Balls,99600195288,0.64,0.24,8.65,,1
256,Choice ,Semi-Sweet Chocolate Bar,46130347847,2.65,0.82,21.7,1,
257,Choice ,Bubble Gum,62705981135,0.53,0.16,6.89,,1
258,Choice ,Spicy Mints,68473899960,1.72,0.6,18.6,1,
259,Choice ,Mints,61363868117,1.9,0.84,18.4,1,
260,Choice ,White Chocolate Bar,36369553208,1.84,0.72,21.9,,
261,Medalist ,Ravioli,57518588900,3.38,1.42,17.5,1,
262,Medalist ,Manicotti,91762040257,1.34,0.44,21,1,
263,Medalist ,Spaghetti,82148842215,3.8,1.33,13.9,1,
264,Medalist ,Thai Rice,61727929711,2.78,1.25,18.7,1,1
265,Medalist ,Rice Medly,21352497935,3.61,1.19,10.7,1,1
266,Good ,Imported Beer,84071481823,1.62,0.76,6.89,,
267,Good ,Light Wine,79031686186,0.83,0.28,6.98,,
268,Good ,Chardonnay Wine,99771395325,1.73,0.54,9.26,,
269,Good ,Chablis Wine,63969365954,2.84,1.25,10.5,,
270,Good ,Merlot Wine,65163882374,2.24,0.78,9.71,1,
271,Good ,Chardonnay,88599619269,2.37,1.16,12,1,
272,Good ,White Zinfandel Wine,35129771828,3.91,1.92,7.07,1,
273,Good ,Light Beer,51705405116,2.18,1.02,9.35,,
274,Great ,Pumpernickel Bread,57473323941,3.74,1.68,8.5,,1
275,Great ,White Bread,19384593367,3.27,1.41,17.4,1,
276,Great ,Rye Bread,84390278458,3.86,1.51,6.2,1,1
277,Great ,English Muffins,68952094912,2.41,1.18,11.5,,1
278,Great ,Cranberry Muffins,13195546269,3.36,1.04,8.55,1,1
279,Great ,Muffins,93582348227,2.82,1.3,6.44,,1
280,Great ,Bagels,73161435723,1.81,0.74,6.29,,
281,Great ,Blueberry Muffins,32786003947,2.63,1.13,10.1,1,1
282,Great ,Wheat Bread,95504987835,0.93,0.36,13.6,1,
283,Super ,Sesame Oil,90465192198,2.73,0.96,17.5,1,1
284,Super ,Chunky Peanut Butter,32421942353,0.99,0.49,7.71,,1
285,Super ,Hot Chocolate,86619912981,1.86,0.69,9.85,,1
286,Super ,Brown Sugar,63912299275,1.42,0.61,8.25,1,
287,Super ,White Sugar,10033125281,1.56,0.61,11.7,1,1
288,Super ,French Roast Coffee,46563277840,2.86,1.37,18.9,,
289,Super ,Decaf Coffee,39236781001,1.37,0.59,7.96,,
290,Super ,Regular Coffee,45004699826,1.7,0.63,6.09,1,
291,Super ,Vegetable Oil,30818099379,2.22,0.89,9.24,,
292,Super ,Corn Oil,95823784470,1.81,0.69,7.64,,1
293,Super ,Tomato Sauce,26972820162,1.6,0.48,10.6,,
294,Super ,Canola Oil,37314141392,1.32,0.45,10.9,,1
295,Super ,Grape Preserves,27700943350,3.12,1.19,9.4,1,1
296,Super ,Columbian Coffee,62951875329,0.5,0.23,11,1,
297,Super ,Strawberry Jelly,22576443552,0.9,0.36,17.4,,1
298,Super ,Pepper,61393297314,2.83,1.1,17.7,,1
299,Super ,Low Fat Apple Butter,80255631804,1.68,0.77,16.6,,
300,Super ,Salt,22212381958,2.94,1.44,16.8,1,
301,Super ,Apple Butter,76410352587,0.53,0.23,10.8,,1
302,Super ,Oregano,53702738881,3.45,1.24,13.7,1,
303,Super ,Apple Jelly,11040605902,2.58,0.88,13.6,1,1
304,Super ,Grape Jam,47570758461,1.89,0.72,10.1,1,
305,Super ,Apple Jam,29027220606,3.39,1.53,6.72,,1
306,Super ,Strawberry Jam,34795139431,3.96,1.47,16.5,,1
307,Super ,Creamy Peanut Butter,20608538985,1.48,0.64,18.2,,1
308,Super ,Strawberry Preserves,61712093949,2.18,0.89,8.82,,1
309,Super ,Extra Chunky Peanut Butter,16763259768,3.62,1.19,18.7,1,1
310,Super ,Apple Preserves,27104580998,0.76,0.33,10.8,1,1
311,Super ,Grape Jelly,17491382956,2.15,0.67,9.67,,
312,Excellent ,Berry Juice,20972600579,2.13,0.66,12.6,1,
313,Excellent ,Mango Drink,11575867533,2.85,1.37,7.12,,1
314,Excellent ,Strawberry Drink,50392721295,1.85,0.81,9.26,,1
315,Excellent ,Cream Soda,69255055785,0.96,0.39,15.5,,
316,Excellent ,Diet Soda,77309675812,1.31,0.55,7.28,1,
317,Excellent ,Cola,65409776568,2.18,1.09,13.1,1,
318,Excellent ,Diet Cola,42702162861,2.47,0.96,17.8,1,
319,Excellent ,Orange Juice,90040029883,1.6,0.59,9.58,,
320,Excellent ,Cranberry Juice,36570182442,3.26,1.08,16.4,,
321,Excellent ,Apple Juice,29243685603,2.41,0.8,13.2,1,
322,Excellent ,Apple Drink,35011604428,2.98,0.92,12.8,,
323,Best ,Oatmeal,75705832839,3.5,1.23,15.4,,1
324,Best ,Corn Puffs,50711517930,1.97,0.85,7.43,,
325,Best ,Wheat Puffs,71860553622,1.51,0.65,19.1,1,
326,Best ,Grits,16104004979,2.47,0.89,8.87,1,
327,Better ,Canned Beets,96490806937,0.6,0.26,8.6,,1
328,Better ,Creamed Corn,99972024559,1.26,0.44,11.6,1,
329,Better ,Canned String Beans,59596592783,1.74,0.64,10.9,1,1
330,Better ,Chicken Soup,98413446545,3.98,1.71,7.47,,
331,Better ,Canned Yams,57990807890,2.83,1.25,15.9,,
332,Better ,Vegetable Soup,66045427918,2.21,0.86,9.36,,
333,Better ,Canned Tomatos,54145528674,1.32,0.57,17.9,,1
334,Better ,Noodle Soup,31437914967,0.78,0.39,9,1,
335,Better ,Regular Ramen Soup,78775781989,3.74,1.31,8.73,1,
336,Better ,Chicken Noodle Soup,25305934548,1.15,0.36,13.1,1,
337,Better ,Turkey Noodle Soup,17979437708,0.75,0.31,8.34,1,1
338,Better ,Beef Soup,23747356534,0.57,0.22,16.9,1,
339,Better ,Canned Peas,75658625960,1.4,0.69,21.3,1,1
340,Better ,Chicken Ramen Soup,50664311051,0.63,0.3,16,1,1
341,Better ,Canned Tuna in Water,60596305727,2.77,1.02,21.7,,
342,Better ,Canned Tuna in Oil,94839757084,1.5,0.5,14.2,1,1
343,Better ,Large Canned Shrimp,85226559042,2.3,0.71,8.55,,
344,Better ,Fancy Canned Anchovies,88707776665,2.28,1.03,10.5,1,1
345,Better ,Fancy Canned Clams,24430214762,2.11,0.74,17.6,1,1
346,Better ,Fancy Canned Oysters,87149198651,2.12,0.68,15.6,,
347,Better ,Fancy Canned Sardines,16011533141,1.2,0.44,11.8,,1
348,Better ,Rice Soup,24066153168,1.23,0.46,7.98,1,
349,Swell ,Canned Mixed Fruit,65579034686,2.34,0.98,8.62,,1
350,Swell ,Canned Peaches,42871420979,1.63,0.59,15.3,1,
351,ADJ ,Rosy Sunglasses,66307157874,2.76,0.86,19.6,1,
352,Black ,Eyeglass Screwdriver,36739440560,0.67,0.23,10.6,,
353,Black ,City Map,29412943720,1.57,0.69,8.78,1,
354,Carlson ,Low Fat Cottage Cheese,35180862545,2.25,0.72,9.77,,
355,Carlson ,Low Fat Sour Cream,87092131972,0.81,0.34,12.2,,
356,Carlson ,Sour Cream,62097817063,2.36,0.83,8.79,1,
357,Carlson ,Jack Cheese,83246852755,1.8,0.86,12.2,1,1
358,Carlson ,Muenster Cheese,16273263096,3.75,1.24,19.3,,
359,Carlson ,String Cheese,96660065054,1.32,0.41,20.9,1,
360,Carlson ,Low Fat String Cheese,10141282677,1.31,0.51,9.8,1,1
361,Carlson ,Havarti Cheese,35863720774,1.13,0.37,14.1,1,
362,Carlson ,Head Cheese,98582704663,3.97,1.91,10.8,,
363,Carlson ,Cheese Spread,27445039153,1.82,0.67,8.71,1,1
364,Carlson ,Sharp Cheddar Cheese,35499659180,2.2,1.08,17.1,,
365,Carlson ,Mild Cheddar Cheese,23599759936,3.96,1.47,11.9,1,
366,Carlson ,Large Curd Cottage Cheese,90892146229,2.36,0.9,19.6,1,
367,Carlson ,2% Milk,55306581854,3.49,1.22,11.6,1,
368,Carlson ,Buttermilk,91836734414,1.14,0.39,14.4,,
369,Carlson ,Chocolate Milk,18412367701,2.3,0.87,19.4,,
370,Carlson ,1% Milk,24180286526,0.92,0.36,6.63,1,
371,Carlson ,Whole Milk,76091555953,0.66,0.31,9.78,1,
372,Carlson ,Strawberry Yogurt,51097241044,3.98,1.71,14.8,,
373,Carlson ,Blueberry Yogurt,72246276736,2.76,0.99,11.9,1,1
374,Moms ,Chicken Hot Dogs,16489728093,1.49,0.54,11.3,1,
375,Moms ,Pimento Loaf,96876530051,2.29,0.89,18.4,1,
376,Moms ,Beef Bologna,64974904656,2.27,0.89,12.3,,1
377,Moms ,Low Fat Bologna,24599472880,2.1,0.71,18,,
378,Moms ,Turkey Hot Dogs,87318456768,1.11,0.42,17.3,1,1
379,Moms ,Foot-Long Hot Dogs,82278661131,3.85,1.89,16.2,1,
380,Moms ,Low Fat Cole Slaw,24235411286,1.22,0.52,21.4,1,1
381,Moms ,Cole Slaw,78433381915,2.33,1,10.3,1,1
382,Moms ,Roasted Chicken,79627898335,1.62,0.73,10.2,1,1
383,Moms ,Corned Beef,13063635230,2.75,1.1,13.2,1,1
384,Moms ,Sliced Turkey,49593787789,0.54,0.25,14.7,1,1
385,Moms ,Sliced Ham,31050249934,1.56,0.61,11.3,,
386,Moms ,Potato Salad,36818168759,2.23,0.85,16.9,1,1
387,Moms ,Sliced Chicken,88729438185,2.41,0.82,17.7,1,
388,Urban ,Small Brown Eggs,63735123276,2.35,0.87,19.3,1,1
389,Urban ,Large Brown Eggs,84884158968,1.79,0.86,14.1,,
390,Urban ,Small Eggs,29127610325,3.74,1.72,10.3,1,
391,Urban ,Large Eggs,19514412283,1.31,0.46,9.21,,
392,Urban ,Egg Substitute,89093499779,1.3,0.44,13,,1
393,Big ,Low Fat Waffles,48718068003,1.12,0.36,21.5,1,
394,Big ,Orange Popsicles,76317880749,3.13,1.13,10.4,1,
395,Big ,Frozen Chicken Breast,71278085112,2.22,1,8.3,1,
396,Big ,Frozen Pancakes,13234835267,3.24,1.17,16.3,1,
397,Big ,Low Fat French Fries,67432805895,1.35,0.46,12,,
398,Big ,Frozen Sausage Pizza,68627322316,0.8,0.35,15.5,1,1
399,Big ,Blueberry Waffles,92063059210,0.87,0.37,10.2,,
