id,transaction_date,stock_date,product_key,customer_key,Store_key,quantity
48,1/1/1997,12/25/1996,131,9068,6,4
49,1/1/1997,12/25/1996,574,9068,6,4
50,1/1/1997,12/30/1996,1217,9068,6,2
51,1/1/1997,12/29/1996,707,7854,6,3
52,1/1/1997,12/26/1996,817,7854,6,3
53,1/1/1997,12/25/1996,831,1900,6,2
54,1/1/1997,12/27/1996,1247,1900,6,3
55,1/1/1997,12/29/1996,1143,1900,6,2
56,1/1/1997,12/25/1996,628,1900,6,4
57,1/1/1997,12/27/1996,1037,2533,6,3
58,1/1/1997,12/26/1996,1360,2533,6,4
59,1/1/1997,12/29/1996,1537,2533,6,4
60,1/1/1997,12/30/1996,1420,2533,6,2
61,1/1/1997,12/25/1996,212,2533,6,3
62,1/1/1997,12/30/1996,721,2533,6,2
63,1/1/1997,12/31/1996,1164,2533,6,2
64,1/1/1997,12/31/1996,1067,3175,6,3
65,1/1/1997,12/29/1996,524,3175,6,2
66,1/1/1997,12/30/1996,181,3175,6,4
67,1/1/1997,12/31/1996,797,3175,6,3
68,1/1/1997,12/31/1996,507,3175,6,2
69,1/1/1997,12/26/1996,851,2688,6,4
70,1/1/1997,12/25/1996,1173,2688,6,3
71,1/1/1997,12/27/1996,1350,2688,6,3
72,1/1/1997,12/27/1996,1233,2688,6,4
73,1/1/1997,12/25/1996,25,2688,6,3
74,1/1/1997,12/29/1996,534,2688,6,3
75,1/1/1997,12/28/1996,987,6788,6,4
76,1/1/1997,12/31/1996,738,6788,6,4
77,1/1/1997,12/31/1996,1487,6788,6,4
78,1/1/1997,12/27/1996,798,6788,6,3
79,1/1/1997,12/25/1996,927,5990,6,5
80,1/1/1997,12/31/1996,505,5990,6,4
81,1/1/1997,12/30/1996,627,5990,6,2
82,1/1/1997,12/30/1996,238,9357,6,3
83,1/1/1997,12/26/1996,282,9357,6,2
84,1/1/1997,12/29/1996,565,9357,6,4
85,1/1/1997,12/26/1996,860,9357,6,4
86,1/1/1997,12/27/1996,704,9357,6,4
87,1/1/1997,12/26/1996,519,2438,6,4
88,1/1/1997,12/26/1996,974,2438,6,3
89,1/1/1997,12/26/1996,752,2438,6,2
90,1/1/1997,12/31/1996,275,2438,6,4
91,1/1/1997,12/31/1996,1290,2438,6,3
92,1/1/1997,12/30/1996,1361,2438,6,2
93,1/1/1997,12/28/1996,558,6913,6,3
94,1/1/1997,12/31/1996,442,6913,6,3
95,1/1/1997,12/25/1996,791,6913,6,3
96,1/1/1997,12/31/1996,1301,6913,6,2
97,1/1/1997,12/26/1996,1257,6062,6,4
98,1/1/1997,12/27/1996,1461,6062,6,2
99,1/1/1997,12/30/1996,119,6062,6,3
100,1/1/1997,12/25/1996,932,6613,14,2
101,1/1/1997,12/28/1996,761,6613,14,1
102,1/1/1997,12/30/1996,1435,8830,14,1
103,1/1/1997,12/29/1996,785,8830,14,2
104,1/1/1997,12/29/1996,1175,8830,14,1
105,1/1/1997,12/30/1996,1152,8830,14,1
106,1/1/1997,12/28/1996,76,8830,14,2
107,1/1/1997,12/28/1996,186,8830,14,2
108,1/1/1997,12/25/1996,243,5005,14,2
109,1/1/1997,12/31/1996,1245,5005,14,1
110,1/1/1997,12/27/1996,209,5005,14,1
111,1/1/1997,12/28/1996,1345,5005,14,1
112,1/1/1997,12/28/1996,1468,5005,14,1
113,1/1/1997,12/25/1996,240,7962,14,2
114,1/1/1997,12/26/1996,84,7962,14,1
115,1/1/1997,12/30/1996,966,7962,14,1
116,1/1/1997,12/27/1996,1022,7962,14,1
117,1/1/1997,12/29/1996,440,7962,14,1
118,1/2/1997,12/26/1996,456,9331,11,4
119,1/2/1997,12/30/1996,1537,9331,11,4
120,1/2/1997,12/27/1996,994,9331,11,3
121,1/2/1997,12/28/1996,1065,9331,11,3
122,1/2/1997,12/27/1996,928,4808,11,3
123,1/2/1997,12/26/1996,1265,4808,11,2
124,1/2/1997,12/28/1996,1448,9213,11,2
125,1/2/1997,12/31/1996,119,9213,11,3
126,1/2/1997,12/26/1996,162,9213,11,4
127,1/2/1997,12/28/1996,445,9213,11,4
128,1/2/1997,12/26/1996,1154,9213,11,4
129,1/2/1997,1/1/1997,1208,1915,11,3
130,1/2/1997,1/1/1997,399,1915,11,4
131,1/2/1997,12/29/1996,1268,1915,11,2
132,1/2/1997,1/1/1997,632,1915,11,3
133,1/2/1997,12/29/1996,569,1915,11,3
134,1/2/1997,12/30/1996,26,1915,11,2
135,1/2/1997,12/28/1996,1241,1915,11,3
136,1/2/1997,1/1/1997,66,1669,11,3
137,1/2/1997,12/28/1996,969,4707,11,5
138,1/2/1997,12/30/1996,386,4707,11,2
139,1/2/1997,1/1/1997,576,4707,11,5
140,1/2/1997,12/28/1996,199,6148,11,2
141,1/2/1997,12/30/1996,309,6148,11,2
142,1/2/1997,1/1/1997,392,6148,11,2
143,1/2/1997,12/29/1996,143,6148,11,3
144,1/2/1997,12/27/1996,892,6148,11,3
145,1/2/1997,12/28/1996,203,6148,11,3
146,1/2/1997,12/27/1996,750,2158,11,3
147,1/2/1997,12/31/1996,1432,2158,11,4
148,1/2/1997,12/31/1996,529,2158,11,3
149,1/2/1997,12/26/1996,1265,2158,11,3
150,1/2/1997,12/31/1996,916,7800,11,3
151,1/2/1997,12/26/1996,933,7800,11,2
152,1/2/1997,12/28/1996,883,7800,11,3
153,1/2/1997,12/26/1996,1238,5302,11,3
154,1/2/1997,1/1/1997,696,5302,11,3
155,1/2/1997,12/31/1996,1039,3596,11,3
156,1/2/1997,12/31/1996,1029,3596,11,4
157,1/2/1997,12/28/1996,652,2047,11,3
158,1/2/1997,12/30/1996,1075,1214,11,3
159,1/2/1997,12/30/1996,26,1214,11,3
160,1/2/1997,12/28/1996,469,1214,11,5
161,1/2/1997,12/30/1996,1112,1214,11,2
162,1/2/1997,12/27/1996,403,9062,11,2
163,1/2/1997,12/29/1996,1312,9062,11,4
164,1/2/1997,12/31/1996,509,8321,11,3
165,1/2/1997,12/26/1996,579,8321,11,3
166,1/2/1997,12/26/1996,1195,8321,11,3
167,1/2/1997,12/30/1996,492,8321,11,3
168,1/2/1997,12/28/1996,629,8321,11,3
169,1/2/1997,12/30/1996,1255,3718,11,4
170,1/2/1997,12/31/1996,1432,3718,11,3
171,1/2/1997,12/30/1996,1315,3718,11,3
172,1/2/1997,1/1/1997,107,3718,11,4
173,1/2/1997,12/30/1996,616,3718,11,3
174,1/2/1997,12/26/1996,733,7828,11,2
175,1/2/1997,12/29/1996,710,7828,11,4
176,1/2/1997,12/26/1996,1192,7828,11,4
177,1/2/1997,1/1/1997,889,7828,11,3
178,1/2/1997,12/31/1996,972,7828,11,3
179,1/2/1997,12/27/1996,722,7828,11,4
180,1/2/1997,12/30/1996,1471,7828,11,3
181,1/2/1997,12/27/1996,190,4468,11,2
182,1/2/1997,12/29/1996,367,4468,11,2
183,1/2/1997,12/30/1996,250,4468,11,3
184,1/2/1997,12/27/1996,600,4468,11,4
185,1/2/1997,12/26/1996,1109,4468,11,4
186,1/2/1997,1/1/1997,1236,4468,11,5
187,1/2/1997,12/27/1996,1313,6579,11,3
188,1/2/1997,12/26/1996,404,5396,11,4
189,1/2/1997,12/31/1996,114,5396,11,4
190,1/2/1997,12/30/1996,1396,5396,11,4
191,1/2/1997,12/30/1996,254,5396,11,4
192,1/2/1997,1/1/1997,564,5396,11,3
193,1/2/1997,12/26/1996,48,5396,11,4
194,1/2/1997,1/1/1997,857,6651,11,3
195,1/2/1997,12/27/1996,1140,6651,11,3
196,1/2/1997,12/31/1996,1435,6651,11,2
197,1/2/1997,1/1/1997,1279,6651,11,3
198,1/2/1997,12/27/1996,401,7197,11,2
199,1/2/1997,1/1/1997,511,7197,11,3
200,1/2/1997,12/28/1996,594,7197,11,2
201,1/2/1997,12/29/1996,345,7197,11,4
202,1/2/1997,12/31/1996,1093,7197,11,2
203,1/2/1997,1/1/1997,1549,7197,11,2
204,1/2/1997,12/29/1996,1326,7197,11,4
205,1/2/1997,12/27/1996,1016,1730,11,3
206,1/2/1997,1/1/1997,1366,1730,11,3
207,1/2/1997,12/30/1996,318,1730,11,3
208,1/2/1997,12/29/1996,761,1730,11,4
209,1/2/1997,1/1/1997,1403,1730,11,2
210,1/2/1997,12/26/1996,214,9602,11,2
211,1/2/1997,1/1/1997,324,9602,11,2
212,1/2/1997,12/29/1996,407,9602,11,2
213,1/2/1997,12/29/1996,158,9602,11,2
214,1/2/1997,12/27/1996,907,9602,11,3
215,1/2/1997,1/1/1997,1362,9602,11,3
216,1/2/1997,12/30/1996,254,8558,11,4
217,1/2/1997,1/1/1997,936,8558,11,4
218,1/2/1997,12/30/1996,447,8558,11,3
219,1/2/1997,12/27/1996,770,8558,11,3
220,1/2/1997,12/30/1996,420,4707,11,2
221,1/2/1997,12/30/1996,437,4707,11,2
222,1/2/1997,12/30/1996,387,4707,11,2
223,1/2/1997,12/31/1996,1156,2376,11,3
224,1/2/1997,12/31/1996,613,2376,11,3
225,1/2/1997,1/1/1997,270,2376,11,3
226,1/2/1997,12/28/1996,886,2376,11,3
227,1/2/1997,12/28/1996,597,2376,11,3
228,1/2/1997,12/27/1996,320,2376,11,4
229,1/2/1997,12/31/1996,721,3718,11,3
230,1/2/1997,12/27/1996,750,3718,11,3
231,1/2/1997,12/30/1996,521,8139,11,4
232,1/2/1997,12/30/1996,302,8139,11,2
233,1/2/1997,12/31/1996,498,5396,11,3
234,1/2/1997,12/31/1996,980,5396,11,3
235,1/2/1997,12/30/1996,1091,5396,11,4
236,1/2/1997,12/28/1996,1174,5396,11,3
237,1/2/1997,12/28/1996,924,5396,11,3
238,1/2/1997,12/31/1996,814,2352,11,5
239,1/2/1997,12/31/1996,32,2352,11,3
240,1/2/1997,12/31/1996,1234,2352,11,4
241,1/2/1997,12/28/1996,1157,2352,11,4
242,1/2/1997,12/28/1996,1247,8906,11,3
243,1/2/1997,12/29/1996,292,8906,11,3
244,1/2/1997,12/26/1996,868,8906,11,4
245,1/2/1997,12/31/1996,697,8906,11,2
246,1/2/1997,12/29/1996,938,6057,11,2
247,1/2/1997,12/27/1996,462,6057,11,3
248,1/2/1997,12/30/1996,1477,6057,11,4
249,1/2/1997,1/1/1997,1547,6057,11,3
250,1/2/1997,12/30/1996,605,6057,11,3
251,1/2/1997,12/31/1996,1148,740,11,3
252,1/2/1997,12/31/1996,245,740,11,3
253,1/2/1997,12/27/1996,982,740,11,4
254,1/2/1997,12/28/1996,1044,1811,11,2
255,1/2/1997,12/26/1996,1287,1811,11,2
256,1/2/1997,12/31/1996,971,1811,11,2
257,1/2/1997,12/31/1996,362,1811,11,3
258,1/2/1997,12/27/1996,1470,8746,23,4
259,1/2/1997,12/31/1996,1408,8746,23,4
260,1/2/1997,12/30/1996,865,8746,23,3
261,1/2/1997,12/27/1996,252,2682,23,3
262,1/2/1997,12/31/1996,1188,2682,23,3
263,1/2/1997,12/30/1996,352,2682,23,3
264,1/2/1997,1/1/1997,889,2682,23,2
265,1/2/1997,12/28/1996,1251,2682,23,3
266,1/2/1997,12/28/1996,895,2682,23,2
267,1/2/1997,12/31/1996,1278,9512,23,3
268,1/2/1997,12/28/1996,1228,9512,23,5
269,1/2/1997,1/1/1997,1378,9512,23,3
270,1/2/1997,12/27/1996,928,9512,23,3
271,1/2/1997,1/1/1997,718,9512,23,3
272,1/2/1997,12/31/1996,935,9512,23,4
273,1/2/1997,12/30/1996,745,5923,23,3
274,1/2/1997,12/29/1996,1268,5923,23,3
275,1/2/1997,12/29/1996,845,5923,23,2
276,1/2/1997,12/27/1996,968,5923,23,3
277,1/2/1997,12/29/1996,186,5923,23,3
278,1/2/1997,12/28/1996,1388,5923,23,2
279,1/2/1997,12/30/1996,1091,5019,23,2
280,1/2/1997,12/31/1996,1041,5019,23,4
281,1/2/1997,12/27/1996,1191,5019,23,2
282,1/2/1997,12/27/1996,742,5019,23,4
283,1/2/1997,12/30/1996,532,5019,23,4
284,1/2/1997,12/26/1996,382,8577,23,4
285,1/2/1997,12/29/1996,1197,8577,23,5
286,1/2/1997,12/30/1996,309,8577,23,5
287,1/2/1997,12/27/1996,272,8577,23,3
288,1/2/1997,12/28/1996,1405,3075,23,2
289,1/2/1997,1/1/1997,489,3075,23,2
290,1/2/1997,12/31/1996,119,3075,23,2
291,1/2/1997,12/26/1996,402,3075,23,4
292,1/2/1997,12/28/1996,1111,3075,23,4
293,1/2/1997,12/28/1996,1482,588,23,3
294,1/2/1997,12/31/1996,672,588,23,4
295,1/2/1997,12/31/1996,1361,2952,23,3
296,1/2/1997,12/28/1996,206,2952,23,2
297,1/2/1997,12/28/1996,589,5353,23,2
298,1/2/1997,1/1/1997,1378,5353,23,4
299,1/2/1997,12/27/1996,157,5353,23,3
300,1/2/1997,12/30/1996,1531,5353,23,4
301,1/2/1997,12/28/1996,523,5353,23,4
302,1/2/1997,12/29/1996,19,5353,23,2
303,1/2/1997,12/26/1996,154,2829,23,3
304,1/2/1997,12/28/1996,370,2829,23,3
305,1/2/1997,12/30/1996,865,2829,23,2
306,1/2/1997,12/30/1996,110,2829,23,2
307,1/2/1997,12/29/1996,87,2829,23,4
308,1/2/1997,12/28/1996,570,2829,23,3
309,1/2/1997,12/30/1996,266,2829,23,2
310,1/2/1997,12/31/1996,609,1197,23,4
311,1/2/1997,12/31/1996,1292,1197,23,4
312,1/2/1997,12/26/1996,803,1197,23,3
313,1/2/1997,12/27/1996,1125,1197,23,3
314,1/2/1997,12/26/1996,873,569,23,3
315,1/2/1997,12/30/1996,890,569,23,3
316,1/2/1997,12/31/1996,840,569,23,3
317,1/2/1997,12/31/1996,989,569,23,3
318,1/2/1997,12/26/1996,540,569,23,3
319,1/2/1997,12/27/1996,590,6888,23,3
320,1/2/1997,12/26/1996,180,6888,23,2
321,1/2/1997,1/1/1997,996,6888,23,2
322,1/2/1997,1/1/1997,107,6888,23,4
323,1/2/1997,12/29/1996,484,6888,23,3
324,1/3/1997,1/2/1997,1060,4728,7,3
325,1/3/1997,12/30/1996,810,4728,7,4
326,1/3/1997,12/29/1996,1,4728,7,4
327,1/3/1997,1/1/1997,457,4728,7,2
328,1/3/1997,12/28/1996,234,4728,7,3
329,1/3/1997,12/28/1996,1140,1928,7,3
330,1/3/1997,12/30/1996,957,1928,7,3
331,1/3/1997,12/28/1996,1506,1928,7,2
332,1/3/1997,12/30/1996,1417,1928,7,2
333,1/3/1997,12/28/1996,681,964,7,3
334,1/3/1997,12/28/1996,365,964,7,4
335,1/3/1997,12/28/1996,1313,964,7,4
336,1/3/1997,1/2/1997,688,1215,7,2
337,1/3/1997,1/1/1997,1144,1215,7,3
338,1/3/1997,1/2/1997,921,1215,7,3
339,1/3/1997,12/29/1996,445,1215,7,3
340,1/3/1997,12/30/1996,1460,1215,7,3
341,1/3/1997,12/31/1996,1531,1215,7,2
342,1/3/1997,12/28/1996,588,1215,7,2
343,1/3/1997,12/30/1996,584,404,7,3
344,1/3/1997,12/27/1996,628,404,7,2
345,1/3/1997,12/30/1996,345,9019,7,4
346,1/3/1997,12/29/1996,202,9019,7,2
347,1/3/1997,1/2/1997,218,9019,7,4
348,1/3/1997,1/1/1997,168,9019,7,3
349,1/3/1997,12/31/1996,318,9019,7,4
350,1/3/1997,12/29/1996,1198,9552,7,3
351,1/3/1997,12/31/1996,815,9552,7,3
352,1/3/1997,12/29/1996,819,9552,7,4
353,1/3/1997,12/28/1996,77,9552,7,2
354,1/3/1997,12/31/1996,333,9552,7,4
355,1/3/1997,12/30/1996,709,9552,7,3
356,1/3/1997,12/29/1996,93,2760,7,2
357,1/3/1997,1/2/1997,283,2760,7,4
358,1/3/1997,1/1/1997,859,2760,7,4
359,1/3/1997,12/29/1996,1102,2760,7,2
360,1/3/1997,1/1/1997,929,7459,7,3
361,1/3/1997,12/31/1996,447,5220,7,2
362,1/3/1997,12/29/1996,923,255,7,3
363,1/3/1997,12/29/1996,1299,255,7,2
364,1/3/1997,1/1/1997,457,9883,7,4
365,1/3/1997,12/29/1996,1139,9883,7,3
366,1/3/1997,12/30/1996,236,9883,7,3
367,1/3/1997,12/27/1996,873,8124,7,3
368,1/3/1997,12/29/1996,1449,8124,7,2
369,1/3/1997,12/28/1996,1206,9390,7,2
370,1/3/1997,1/2/1997,37,9390,7,3
371,1/3/1997,12/30/1996,571,5717,7,4
372,1/3/1997,1/2/1997,1186,5717,7,2
373,1/3/1997,12/29/1996,483,5717,7,3
374,1/3/1997,1/1/1997,427,240,7,2
375,1/3/1997,12/27/1996,1203,240,7,3
376,1/3/1997,12/30/1996,1559,4544,7,3
377,1/3/1997,12/28/1996,510,4544,7,2
378,1/3/1997,1/1/1997,953,4544,7,4
379,1/3/1997,12/29/1996,135,4544,7,3
380,1/3/1997,12/30/1996,1323,4544,7,2
381,1/3/1997,12/27/1996,48,4544,7,4
382,1/3/1997,1/1/1997,551,6466,7,4
383,1/3/1997,1/2/1997,75,6466,7,5
384,1/3/1997,12/31/1996,1090,6466,7,4
385,1/3/1997,1/2/1997,1161,6466,7,4
386,1/3/1997,1/1/1997,1023,2869,7,3
387,1/3/1997,12/28/1996,681,2869,7,4
388,1/3/1997,1/2/1997,864,213,7,2
389,1/3/1997,1/1/1997,1093,213,7,3
390,1/3/1997,1/2/1997,1136,213,7,4
391,1/3/1997,1/2/1997,826,240,7,2
392,1/3/1997,1/1/1997,377,240,7,2
393,1/3/1997,12/27/1996,581,240,7,4
394,1/3/1997,1/2/1997,797,240,7,4
395,1/3/1997,1/1/1997,820,4016,7,3
396,1/3/1997,12/30/1996,810,4016,7,4
397,1/3/1997,1/1/1997,427,4016,7,4
398,1/3/1997,1/2/1997,431,4016,7,3
399,1/3/1997,12/28/1996,1246,4016,7,3
400,1/3/1997,12/27/1996,1502,4016,7,2
401,1/3/1997,12/27/1996,385,5736,7,4
402,1/3/1997,12/28/1996,1360,5736,7,3
403,1/3/1997,1/1/1997,1550,5736,7,3
404,1/3/1997,12/30/1996,568,5736,7,3
405,1/3/1997,12/31/1996,811,5736,7,3
406,1/3/1997,12/30/1996,495,5736,7,4
407,1/3/1997,12/29/1996,1443,5736,7,4
408,1/3/1997,12/31/1996,534,7223,7,3
409,1/3/1997,12/28/1996,911,7223,7,2
410,1/3/1997,1/1/1997,1340,7223,7,2
411,1/3/1997,12/30/1996,784,7223,7,3
412,1/3/1997,1/1/1997,1306,7223,7,4
413,1/3/1997,12/29/1996,884,7223,7,4
414,1/3/1997,12/29/1996,671,6439,7,5
415,1/3/1997,12/31/1996,62,6439,7,5
416,1/3/1997,1/1/1997,332,6439,7,2
417,1/3/1997,1/2/1997,349,6439,7,4
418,1/3/1997,12/29/1996,299,6439,7,3
419,1/3/1997,12/29/1996,28,1632,7,3
420,1/3/1997,12/29/1996,432,1632,7,3
421,1/3/1997,12/30/1996,49,1632,7,2
422,1/3/1997,12/30/1996,1197,1632,7,3
423,1/3/1997,1/1/1997,455,1632,7,4
424,1/3/1997,12/27/1996,838,3076,7,4
425,1/3/1997,12/31/1996,1120,3076,7,3
426,1/3/1997,12/28/1996,272,3076,7,3
427,1/3/1997,12/29/1996,213,3076,7,3
428,1/3/1997,1/2/1997,1095,3076,7,4
429,1/3/1997,1/2/1997,1151,3076,7,2
430,1/3/1997,12/29/1996,1388,7795,7,3
431,1/3/1997,12/30/1996,685,7795,7,4
432,1/3/1997,12/29/1996,822,7795,7,4
433,1/3/1997,12/27/1996,1238,7795,7,3
434,1/3/1997,1/1/1997,835,6236,7,3
435,1/3/1997,1/2/1997,1517,6236,7,3
436,1/3/1997,12/29/1996,1028,6236,7,3
437,1/3/1997,12/31/1996,1351,6236,7,2
438,1/3/1997,12/29/1996,1527,6236,7,2
439,1/3/1997,12/31/1996,1411,6236,7,2
440,1/3/1997,1/1/1997,609,8296,7,2
441,1/3/1997,12/29/1996,1058,2208,7,3
442,1/3/1997,12/29/1996,515,2208,7,2
443,1/3/1997,12/30/1996,172,2208,7,4
444,1/3/1997,12/28/1996,788,2208,7,3
445,1/3/1997,1/1/1997,498,2208,7,2
446,1/3/1997,1/1/1997,841,1632,7,4
447,1/3/1997,1/2/1997,1164,1632,7,3
448,1/3/1997,1/1/1997,1341,1632,7,3
449,1/3/1997,12/28/1996,1224,1632,7,4
450,1/3/1997,12/29/1996,16,1632,7,3
451,1/3/1997,1/1/1997,525,1632,7,3
452,1/3/1997,12/30/1996,1200,1289,23,2
453,1/3/1997,1/1/1997,245,1289,23,2
454,1/3/1997,12/29/1996,1324,6105,23,3
455,1/3/1997,12/31/1996,675,6105,23,3
456,1/3/1997,12/27/1996,1064,6105,23,3
457,1/3/1997,1/1/1997,1041,6105,23,3
458,1/3/1997,12/31/1996,1524,6105,23,3
459,1/3/1997,1/1/1997,721,5568,23,3
460,1/3/1997,12/27/1996,99,5568,23,3
461,1/3/1997,12/29/1996,522,4610,23,4
462,1/3/1997,12/27/1996,698,4610,23,3
463,1/3/1997,12/31/1996,815,9667,23,3
464,1/3/1997,1/1/1997,232,9667,23,2
465,1/3/1997,12/27/1996,422,9667,23,3
466,1/3/1997,12/31/1996,998,9667,23,2
467,1/3/1997,1/1/1997,146,588,23,2
468,1/3/1997,1/2/1997,1068,588,23,3
469,1/3/1997,1/2/1997,1005,588,23,5
470,1/3/1997,12/28/1996,463,588,23,4
471,1/3/1997,12/28/1996,752,9512,23,2
472,1/3/1997,1/2/1997,396,9512,23,4
473,1/3/1997,1/1/1997,473,8577,23,5
474,1/3/1997,12/28/1996,502,8577,23,3
475,1/3/1997,12/31/1996,1145,8577,23,4
476,1/3/1997,1/2/1997,1189,8577,23,2
477,1/3/1997,12/31/1996,1471,8577,23,2
478,1/3/1997,1/1/1997,623,8577,23,4
479,1/3/1997,12/28/1996,53,8577,23,4
480,1/3/1997,12/27/1996,759,9063,23,3
481,1/3/1997,12/31/1996,1175,9063,23,3
482,1/3/1997,1/2/1997,1485,9063,23,3
483,1/3/1997,12/29/1996,969,9063,23,3
484,1/3/1997,12/31/1996,959,9063,23,3
485,1/3/1997,12/30/1996,649,1802,23,3
486,1/3/1997,1/1/1997,1092,1802,23,3
487,1/3/1997,1/2/1997,177,1802,23,2
488,1/3/1997,12/30/1996,639,9169,23,3
489,1/3/1997,1/2/1997,789,9169,23,3
490,1/3/1997,12/31/1996,340,9169,23,4
491,1/3/1997,12/30/1996,130,9169,23,4
492,1/3/1997,12/29/1996,1299,3921,23,4
493,1/3/1997,12/31/1996,369,3921,23,2
494,1/3/1997,1/1/1997,772,3921,23,2
495,1/3/1997,12/30/1996,390,3921,23,3
496,1/3/1997,12/28/1996,1538,3921,23,4
497,1/3/1997,12/30/1996,1548,3197,23,5
498,1/3/1997,12/28/1996,1178,3197,23,4
499,1/3/1997,12/29/1996,1461,3197,23,5
500,1/3/1997,1/1/1997,612,3197,23,4
501,1/3/1997,12/30/1996,653,2011,23,2
502,1/3/1997,1/2/1997,1136,2011,23,4
503,1/3/1997,12/28/1996,1246,2011,23,3
504,1/3/1997,12/30/1996,1329,2011,23,4
505,1/3/1997,1/2/1997,460,9498,23,4
506,1/3/1997,1/2/1997,976,6541,23,3
507,1/3/1997,12/30/1996,1312,6541,23,2
508,1/3/1997,12/30/1996,1496,3819,23,2
509,1/3/1997,1/1/1997,166,3819,23,3
510,1/3/1997,12/30/1996,210,3819,23,4
511,1/3/1997,1/2/1997,493,3819,23,4
512,1/3/1997,1/1/1997,1202,3819,23,4
513,1/4/1997,1/2/1997,544,2274,14,2
514,1/4/1997,12/31/1996,1520,2274,14,2
515,1/4/1997,12/28/1996,151,2274,14,1
516,1/4/1997,12/31/1996,484,8648,14,2
517,1/4/1997,12/28/1996,1287,8648,14,1
518,1/4/1997,12/30/1996,1264,8648,14,1
519,1/4/1997,12/31/1996,188,8648,14,1
520,1/4/1997,12/30/1996,1443,8648,14,2
521,1/4/1997,1/1/1997,1526,8648,14,1
522,1/4/1997,1/1/1997,1276,8648,14,2
523,1/4/1997,12/30/1996,384,5,14,2
524,1/4/1997,1/3/1997,1007,8762,14,2
525,1/4/1997,12/29/1996,518,8762,14,1
526,1/5/1997,1/3/1997,337,6280,2,2
527,1/5/1997,1/3/1997,1512,6280,2,3
528,1/5/1997,12/31/1996,963,4018,2,1
529,1/5/1997,1/3/1997,181,4018,2,3
530,1/5/1997,1/1/1997,1383,4018,2,2
531,1/5/1997,1/3/1997,1306,4018,2,3
532,1/5/1997,12/31/1996,1196,1418,2,2
533,1/5/1997,1/1/1997,360,1418,2,2
534,1/5/1997,12/29/1996,1242,1418,2,2
535,1/5/1997,12/29/1996,154,1418,2,1
536,1/5/1997,12/31/1996,483,4382,2,2
537,1/5/1997,12/30/1996,77,1293,2,2
538,1/5/1997,1/3/1997,533,1293,2,2
539,1/5/1997,1/4/1997,310,1293,2,1
540,1/5/1997,1/3/1997,1392,1293,2,1
541,1/5/1997,1/4/1997,1026,3480,7,4
542,1/5/1997,1/4/1997,83,3480,7,3
543,1/5/1997,12/30/1996,1352,3480,7,4
544,1/5/1997,12/31/1996,1076,3480,7,4
545,1/5/1997,1/3/1997,1492,3480,7,2
546,1/5/1997,12/29/1996,244,3480,7,2
547,1/5/1997,12/30/1996,590,7300,7,5
548,1/5/1997,12/30/1996,634,7300,7,4
549,1/5/1997,1/2/1997,917,7300,7,3
550,1/5/1997,12/29/1996,1212,7300,7,5
551,1/5/1997,12/30/1996,1056,7300,7,2
